id,projectId,applicationId,roundId,token,voter,grantAddress,amount,amountUSD,coefficient,status,last_score_timestamp,type,success,rawScore,threshold
0x788ed4ed7e8cc191cf008e3b14e53186fcf5d5c2e17c94d2d7e915c991534943,0xad56d803c2be49755c3e74705f1dbc6c03197fe10df1698bde59822fc89dea03,7,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0xd33f357220fe1cd8786f222ef65c85cd2435f53c,0x9D75F4EbcB8e7669E59dcc27CBadC698E0F77187,1030000000000000000,0.87682918,0,DONE,2023-10-03T13:55:50.678902+00:00,ThresholdScoreCheck,true,20.026,20.00000
0xaf8ad08d185ade7b882792272f3789b63ca53f364a349dbd93dd46fa2876a266,0x056b528cf9041276d95181ec89b7d8888dfe5a50fffffe48f829161a43e27feb,18,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0xd33f357220fe1cd8786f222ef65c85cd2435f53c,0x02Ba9134b5Ec8442239acDF898d386c0C98bd0C4,1030000000000000000,0.87682918,0,DONE,2023-10-03T13:55:50.678902+00:00,ThresholdScoreCheck,true,20.026,20.00000
0xbe97845902c8e54fd146f1bf4dc457d1ea1db3b87c8f4fdd6d3c5cc53cebcef6,0xad56d803c2be49755c3e74705f1dbc6c03197fe10df1698bde59822fc89dea03,7,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0x96a4715280c3dac3f3093d51aa278aa5eb60ffde,0x9D75F4EbcB8e7669E59dcc27CBadC698E0F77187,5000000000000000000,4.24070425,1,DONE,2023-08-15T13:38:08.830937+00:00,ThresholdScoreCheck,true,28.087,20.00000
0x7b5d4b7d2fa0bc5bfd68d6ae67456def64ee2f7098ffc76d75b9db749a791cb2,0x5b3a280583450ea78e6faf90bc00d861e7014973666eb5b8c549f9b318b8f12d,10,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0x9e856d1c484730c49e24c2ef78efb45ab19d03ae,0xB1b1dEbB6C65258d05842a1CFc9CCb5D8B868286,1000000000000000000,0.84331425,0,DONE,2023-10-02T21:02:35.895091+00:00,ThresholdScoreCheck,true,34.424,20.00000
0x7075442f91106e0c31cbb9577c714e43e172cb2b29c85e683e3b1bdae421d363,0xad56d803c2be49755c3e74705f1dbc6c03197fe10df1698bde59822fc89dea03,7,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0x9e856d1c484730c49e24c2ef78efb45ab19d03ae,0x9D75F4EbcB8e7669E59dcc27CBadC698E0F77187,1000000000000000000,0.84331425,0,DONE,2023-10-02T21:02:35.895091+00:00,ThresholdScoreCheck,true,34.424,20.00000
0x85624306b48b61eacae4d6e16a92a5167b9e801be7ed2eb63075ca830a4d5aef,0x056b528cf9041276d95181ec89b7d8888dfe5a50fffffe48f829161a43e27feb,18,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0x9e856d1c484730c49e24c2ef78efb45ab19d03ae,0x02Ba9134b5Ec8442239acDF898d386c0C98bd0C4,1000000000000000000,0.84331425,0,DONE,2023-10-02T21:02:35.895091+00:00,ThresholdScoreCheck,true,34.424,20.00000
0x291321dbb8b067e3ba804b36fdc0063af3af6797b0aeb88deb8bd24336276788,0x5b3a280583450ea78e6faf90bc00d861e7014973666eb5b8c549f9b318b8f12d,10,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0x1f8ee652526d93ce4646aecc56b950900ced2e1a,0xB1b1dEbB6C65258d05842a1CFc9CCb5D8B868286,50000000000000000,0.0420121,0,DONE,2023-10-01T19:12:57.367889+00:00,ThresholdScoreCheck,true,28.675,20.00000
0xf3d03a9853e787f0c2ff0b8f5d189624b566196fbd73edcf52a5203f0742acd9,0x96eef6aa6ba663f9bd720296b11e32296ca264dd4edc58989fa868fc25a261f0,6,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0x1f8ee652526d93ce4646aecc56b950900ced2e1a,0x254b42CaCf7290e72e2C84c0337E36E645784Ce1,50000000000000000,0.0420121,0,DONE,2023-10-01T19:12:57.367889+00:00,ThresholdScoreCheck,true,28.675,20.00000
0x387476106037f5d02d15fd41fe596730b87f3ebd093007e18fc319d75119075f,0x056b528cf9041276d95181ec89b7d8888dfe5a50fffffe48f829161a43e27feb,18,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0x1f8ee652526d93ce4646aecc56b950900ced2e1a,0x02Ba9134b5Ec8442239acDF898d386c0C98bd0C4,50000000000000000,0.0420121,0,DONE,2023-10-01T19:12:57.367889+00:00,ThresholdScoreCheck,true,28.675,20.00000
0xe9779b6a562b6c132aa0247310bdf6e4a26d0d0a50de89a7161ea689f83b0191,0xad56d803c2be49755c3e74705f1dbc6c03197fe10df1698bde59822fc89dea03,7,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0x1f8ee652526d93ce4646aecc56b950900ced2e1a,0x9D75F4EbcB8e7669E59dcc27CBadC698E0F77187,50000000000000000,0.0420121,0,DONE,2023-10-01T19:12:57.367889+00:00,ThresholdScoreCheck,true,28.675,20.00000
0x9edf5d36e8d4341d72221dbca3ad1968d63f846e7560795f91396ce2498d0d13,0x056b528cf9041276d95181ec89b7d8888dfe5a50fffffe48f829161a43e27feb,18,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0xf1d968251fc105da8c42945beaa0af7486340af1,0x02Ba9134b5Ec8442239acDF898d386c0C98bd0C4,1000000000000000000,0.83773386,0,DONE,2023-09-10T15:10:52.634892+00:00,ThresholdScoreCheck,true,53.043,20.00000
0x2f0697b27930cbbd6a721653da0aacf12f0e72be421df6046bbdffbf40619700,0xad56d803c2be49755c3e74705f1dbc6c03197fe10df1698bde59822fc89dea03,7,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0xc64db72f92dd3a6225612111df626139700d5db6,0x9D75F4EbcB8e7669E59dcc27CBadC698E0F77187,1000000000000000000,0.82545728,0,DONE,2023-09-21T09:46:22.533511+00:00,ThresholdScoreCheck,true,28.667,20.00000
0x2a5e1eb89971d0f3bd678e58845eaf13c67466ee18b46d4e222e7ee4c96ffaa3,0xad56d803c2be49755c3e74705f1dbc6c03197fe10df1698bde59822fc89dea03,7,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0xb3313b023e68cda95d7b625200e1b0fe6335a0c2,0x9D75F4EbcB8e7669E59dcc27CBadC698E0F77187,5000000000000000000,4.09574795,1,DONE,2023-09-20T14:41:02.549649+00:00,ThresholdScoreCheck,true,51.575,20.00000
0x58d5ee97f60e50ba06e55b837f786c5332c7d5d3861d75c9fdf4b3131e2dc5ff,0x96eef6aa6ba663f9bd720296b11e32296ca264dd4edc58989fa868fc25a261f0,6,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0xb3313b023e68cda95d7b625200e1b0fe6335a0c2,0x254b42CaCf7290e72e2C84c0337E36E645784Ce1,5000000000000000000,4.09574795,1,DONE,2023-09-20T14:41:02.549649+00:00,ThresholdScoreCheck,true,51.575,20.00000
0xae8abfa8ebd2911b5c7945facdba0852407fc7504a5bc62b62549ba6bbb6410a,0x5b3a280583450ea78e6faf90bc00d861e7014973666eb5b8c549f9b318b8f12d,10,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0xa87be03172978784a430ae111f0d6e547faeaf80,0xB1b1dEbB6C65258d05842a1CFc9CCb5D8B868286,1250000000000000000,1.02393698,1,,,,,,
0x08295bd9cd91c060adeb726dd2b372c6f53a517291515c033df022d53006f8a5,0x056b528cf9041276d95181ec89b7d8888dfe5a50fffffe48f829161a43e27feb,18,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0xa87be03172978784a430ae111f0d6e547faeaf80,0x02Ba9134b5Ec8442239acDF898d386c0C98bd0C4,1250000000000000000,1.02393698,1,,,,,,
0xc0c2c7ff5163ce05bb2e0d80ec2e114bf1db4aa087531ded6470baeefc238af6,0x5b3a280583450ea78e6faf90bc00d861e7014973666eb5b8c549f9b318b8f12d,10,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0x2b7c6e9612c3935c039d13222f852103305d6657,0xB1b1dEbB6C65258d05842a1CFc9CCb5D8B868286,28000000000000000000,22.92928596,1,DONE,2023-09-21T12:52:45.545534+00:00,ThresholdScoreCheck,true,21.949,20.00000
0xbc3e4db3958f142624b83bc5ae7377c164bcddba8a47259b902e3db7031acd69,0xad56d803c2be49755c3e74705f1dbc6c03197fe10df1698bde59822fc89dea03,7,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0x2b7c6e9612c3935c039d13222f852103305d6657,0x9D75F4EbcB8e7669E59dcc27CBadC698E0F77187,10000000000000000000,8.1890307,1,DONE,2023-09-21T12:52:45.545534+00:00,ThresholdScoreCheck,true,21.949,20.00000
0x1231444865f091a91ac907015015925e7976152c8df1eb46d022b3b070907cad,0x056b528cf9041276d95181ec89b7d8888dfe5a50fffffe48f829161a43e27feb,18,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0x2b7c6e9612c3935c039d13222f852103305d6657,0x02Ba9134b5Ec8442239acDF898d386c0C98bd0C4,10000000000000000000,8.1890307,1,DONE,2023-09-21T12:52:45.545534+00:00,ThresholdScoreCheck,true,21.949,20.00000
0x7ecbe7b175fa2b5adfcb0d4805725d0a78d9b60370a31b2263cac8cf33ddcf75,0x96eef6aa6ba663f9bd720296b11e32296ca264dd4edc58989fa868fc25a261f0,6,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0x2b7c6e9612c3935c039d13222f852103305d6657,0x254b42CaCf7290e72e2C84c0337E36E645784Ce1,10000000000000000000,8.1890307,1,DONE,2023-09-21T12:52:45.545534+00:00,ThresholdScoreCheck,true,21.949,20.00000
0x791dfd8f5c00637146ea8dce3b1b1f23be7851e16664abe479cd82b959538ed1,0x96eef6aa6ba663f9bd720296b11e32296ca264dd4edc58989fa868fc25a261f0,6,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0x66805d8b82664acab4cbe0c0498889dde9af7841,0x254b42CaCf7290e72e2C84c0337E36E645784Ce1,2000000000000000000,1.63780614,1,DONE,2023-09-22T05:17:39.324429+00:00,ThresholdScoreCheck,true,34.666,20.00000
0x3721bc5b4bc51a7fbf4a3f33badc7d020b41b77c65542d4fc638f76fcab3b8c9,0x5b3a280583450ea78e6faf90bc00d861e7014973666eb5b8c549f9b318b8f12d,10,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0x6bc099c01467af656183ab55492801ae073cbdc6,0xB1b1dEbB6C65258d05842a1CFc9CCb5D8B868286,10000000000000000000,8.1890307,1,DONE,2023-09-29T14:25:18.198019+00:00,ThresholdScoreCheck,true,27.564,20.00000
0x9ac5fca5848419ccd4452985def0f0b2b0ff8373958b5563afec45c8ec50d3d3,0x5b3a280583450ea78e6faf90bc00d861e7014973666eb5b8c549f9b318b8f12d,10,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0x0312aa449d4b9a2f54baaee512d51296c50c6439,0xB1b1dEbB6C65258d05842a1CFc9CCb5D8B868286,1500000000000000000,1.22536303,1,DONE,2023-09-23T04:17:50.532109+00:00,ThresholdScoreCheck,true,22.576,20.00000
0xc5b6f5b30057b122114232854bd5dd5379d9447dc0242d264dc34fce473757c1,0xad56d803c2be49755c3e74705f1dbc6c03197fe10df1698bde59822fc89dea03,7,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0xf1d968251fc105da8c42945beaa0af7486340af1,0x9D75F4EbcB8e7669E59dcc27CBadC698E0F77187,1000000000000000000,0.81690869,0,DONE,2023-09-10T15:10:52.634892+00:00,ThresholdScoreCheck,true,53.043,20.00000
0xbd9ade81d1fce78e2cb3e6294b9668901b52dfb20f72564b47a6843c8d5c9777,0x96eef6aa6ba663f9bd720296b11e32296ca264dd4edc58989fa868fc25a261f0,6,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0xf1d968251fc105da8c42945beaa0af7486340af1,0x254b42CaCf7290e72e2C84c0337E36E645784Ce1,1000000000000000000,0.81690869,0,DONE,2023-09-10T15:10:52.634892+00:00,ThresholdScoreCheck,true,53.043,20.00000
0x46d1a5de6085af043df1dba208db5f90368351d3f8ae3c36fed89030ca1a129a,0x056b528cf9041276d95181ec89b7d8888dfe5a50fffffe48f829161a43e27feb,18,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0xf1d968251fc105da8c42945beaa0af7486340af1,0x02Ba9134b5Ec8442239acDF898d386c0C98bd0C4,1000000000000000000,0.81690869,0,DONE,2023-09-10T15:10:52.634892+00:00,ThresholdScoreCheck,true,53.043,20.00000
0xe2a2672e5ed12e7df60fab66e6e01d439213cec3b4fcf9fafd0fe8fa75ec7650,0x056b528cf9041276d95181ec89b7d8888dfe5a50fffffe48f829161a43e27feb,18,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0xc572779d7839b998df24fc316c89bed3d450ed13,0x02Ba9134b5Ec8442239acDF898d386c0C98bd0C4,2500000000000000000,2.05576137,1,DONE,2023-09-21T14:31:20.590062+00:00,ThresholdScoreCheck,true,26.699,20.00000
0xc7c0fc54ccb9b20d7de8a706779ee01e40101b08aac7dc3145dacf24398b0725,0x056b528cf9041276d95181ec89b7d8888dfe5a50fffffe48f829161a43e27feb,18,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0x0eabffd8ce94ab2387fc44ba32642af0c58af433,0x02Ba9134b5Ec8442239acDF898d386c0C98bd0C4,3000000000000000000,2.46691365,1,DONE,2023-09-21T14:54:19.045304+00:00,ThresholdScoreCheck,false,17.200,20.00000
0x208adb6d3023c4e2f82ce734f2aabedf26491cad39867f464d0f0d3104b6ff14,0xad56d803c2be49755c3e74705f1dbc6c03197fe10df1698bde59822fc89dea03,7,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0x9ce2a347fa1640003b0f34ba3af0503156173bc5,0x9D75F4EbcB8e7669E59dcc27CBadC698E0F77187,1500000000000000000,1.23345682,1,DONE,2023-10-01T21:34:29.995123+00:00,ThresholdScoreCheck,true,31.555,20.00000
0xdf274016afd825913b512e4b7cbb9511402ede6671f24f98b763b9593d58355d,0xad56d803c2be49755c3e74705f1dbc6c03197fe10df1698bde59822fc89dea03,7,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x0000000000000000000000000000000000000000,0xb2822b794c005a7de09bf459f9bd0fe9207bce31,0x9D75F4EbcB8e7669E59dcc27CBadC698E0F77187,10000000000000,0.01590289,0,DONE,2023-09-29T22:03:01.669275+00:00,ThresholdScoreCheck,true,20.966,20.00000
0x21eff8b5df2e6e6c06073a2a9f593b974dce0275da4846c8bbeb23e7f132719d,0x5b3a280583450ea78e6faf90bc00d861e7014973666eb5b8c549f9b318b8f12d,10,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x0000000000000000000000000000000000000000,0xb2822b794c005a7de09bf459f9bd0fe9207bce31,0xB1b1dEbB6C65258d05842a1CFc9CCb5D8B868286,10000000000000,0.01590289,0,DONE,2023-09-29T22:03:01.669275+00:00,ThresholdScoreCheck,true,20.966,20.00000
0xb475a56d2f2278f5dc82a751a7fe9d82d7dcc2a1e406ed17d7d5e83ce7412237,0x056b528cf9041276d95181ec89b7d8888dfe5a50fffffe48f829161a43e27feb,18,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x0000000000000000000000000000000000000000,0xb2822b794c005a7de09bf459f9bd0fe9207bce31,0x02Ba9134b5Ec8442239acDF898d386c0C98bd0C4,10000000000000,0.01590289,0,DONE,2023-09-29T22:03:01.669275+00:00,ThresholdScoreCheck,true,20.966,20.00000
0xaaeaa23d286dcf323b124118da1b36c379de0c5df77abf90740e6c2d48c982a3,0x96eef6aa6ba663f9bd720296b11e32296ca264dd4edc58989fa868fc25a261f0,6,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x0000000000000000000000000000000000000000,0xb2822b794c005a7de09bf459f9bd0fe9207bce31,0x254b42CaCf7290e72e2C84c0337E36E645784Ce1,10000000000000,0.01590289,0,DONE,2023-09-29T22:03:01.669275+00:00,ThresholdScoreCheck,true,20.966,20.00000
0x8963a8ef3210a20945551606d333363983e0464f29c483eed439ef7abbcf3647,0x5b3a280583450ea78e6faf90bc00d861e7014973666eb5b8c549f9b318b8f12d,10,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x912CE59144191C1204E64559FE8253a0e49E6548,0xb45b7addd4183c2cc36b395eb1954b2c9fe2b4aa,0xB1b1dEbB6C65258d05842a1CFc9CCb5D8B868286,300000000000000000,0.24899308,0,DONE,2023-09-27T19:35:57.860529+00:00,ThresholdScoreCheck,true,28.517,20.00000
0xb202abdd20ceb4bf88d22e144147b6a8887f0d4f4912f3c7d2167f633928fbb3,0x056b528cf9041276d95181ec89b7d8888dfe5a50fffffe48f829161a43e27feb,18,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x0000000000000000000000000000000000000000,0x3ec44a823e07555b5f889d8d954eec736eb5865b,0x02Ba9134b5Ec8442239acDF898d386c0C98bd0C4,1000000000000000,1.58862438,1,DONE,2023-09-21T21:15:02.347232+00:00,ThresholdScoreCheck,true,33.057,20.00000
0x568f89305d605d969230500f03f5346de53764f54dc8f65c00f627e953e21ae2,0x653bad5dcbd26ba56981e11bebe6b2def733e401ad7882cd0bb69de874902853,17,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x0000000000000000000000000000000000000000,0x3ec44a823e07555b5f889d8d954eec736eb5865b,0x60aE11efbf989485519b59FC4eeCA83310a1Ee42,1000000000000000,1.58862438,1,DONE,2023-09-21T21:15:02.347232+00:00,ThresholdScoreCheck,true,33.057,20.00000
0x2e0ffcb6493f952423fd9c18958e2cc9e129f25669230c7b3411ed1087d09305,0x96eef6aa6ba663f9bd720296b11e32296ca264dd4edc58989fa868fc25a261f0,6,0x1D16F0EEDF8CED25f288056dDCbB653D0f0451AD,0x0000000000000000000000000000000000000000,0x3ec44a823e07555b5f889d8d954eec736eb5865b,0x254b42CaCf7290e72e2C84c0337E36E645784Ce1,1000000000000000,1.58862438,1,DONE,2023-09-21T21:15:02.347232+00:00,ThresholdScoreCheck,true,33.057,20.00000
